AGENCY,MI,ETHNICITY,GENDER,RATE,HRSWKD,MONTHLY,ANNUAL
601, ,HISPANIC,MALE,0.0,40.0,10019.6,120235.2
530,E,BLACK,MALE,0.0,40.0,5258.87,63106.44
696, ,BLACK,MALE,0.0,40.0,4778.2,57338.4
362, ,HISPANIC,FEMALE,0.0,40.0,5977.3,71727.6
696,C,WHITE,MALE,0.0,40.0,4673.85,56086.2
530, ,BLACK,FEMALE,0.0,40.0,3079.46,36953.52
302,J,HISPANIC,FEMALE,0.0,40.0,5526.83,66321.96
529, ,BLACK,FEMALE,0.0,40.0,8304.85,99658.2
582,S,WHITE,MALE,0.0,40.0,6948.9,83386.8
529, ,WHITE,MALE,0.0,40.0,4925.5,59106.0
601,J,BLACK,MALE,0.0,40.0,4396.62,52759.44
304,G,HISPANIC,FEMALE,0.0,40.0,6482.7,77792.4
529,Y,BLACK,FEMALE,0.0,40.0,4422.81,53073.72
696, ,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
644,D,WHITE,MALE,0.0,40.0,8131.28,97575.36
601,V,WHITE,MALE,0.0,40.0,4820.0,57840.0
601,P,HISPANIC,MALE,0.0,40.0,11561.25,138735.0
601, ,HISPANIC,FEMALE,0.0,40.0,5360.25,64323.0
608,J,HISPANIC,FEMALE,0.0,40.0,7184.11,86209.32
696,L,HISPANIC,MALE,0.0,40.0,4291.51,51498.12
530,A,WHITE,FEMALE,0.0,40.0,5064.48,60773.76
529, ,BLACK,MALE,0.0,40.0,2769.08,33228.96
696, ,BLACK,MALE,0.0,40.0,4778.2,57338.4
701, ,ASIAN,MALE,0.0,40.0,9331.16,111973.92
696,P,WHITE,MALE,0.0,40.0,4276.91,51322.92
696,S,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
582,H,ASIAN,FEMALE,0.0,40.0,8857.98,106295.76
696,J,WHITE,MALE,0.0,40.0,5854.85,70258.2
320, ,WHITE,FEMALE,0.0,40.0,8293.86,99526.32
530,L,WHITE,MALE,0.0,40.0,5170.64,62047.68
696,R,WHITE,MALE,0.0,40.0,5216.73,62600.76
529, ,WHITE,FEMALE,0.0,40.0,4451.49,53417.88
300,G,HISPANIC,FEMALE,0.0,40.0,5971.87,71662.44
537,K,WHITE,FEMALE,0.0,40.0,5870.37,70444.44
529,L,WHITE,FEMALE,0.0,40.0,6779.23,81350.76
696,J,BLACK,FEMALE,0.0,20.0,2092.4,25108.8
529,E,HISPANIC,FEMALE,0.0,40.0,4221.52,50658.24
601,D,HISPANIC,MALE,0.0,40.0,4441.27,53295.24
696,L,WHITE,FEMALE,0.0,40.0,5060.61,60727.32
696,L,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
529,C,WHITE,FEMALE,0.0,40.0,6908.38,82900.56
405,K,WHITE,MALE,0.0,40.0,8919.83,107037.96
405,K,WHITE,FEMALE,0.0,40.0,4086.72,49040.64
696,A,ASIAN,MALE,0.0,40.0,4673.85,56086.2
601, ,HISPANIC,MALE,0.0,40.0,6348.56,76182.72
696, ,AM INDIAN,FEMALE,0.0,40.0,3975.35,47704.2
405,D,WHITE,MALE,0.0,40.0,7828.08,93936.96
802,R,WHITE,MALE,0.0,40.0,4068.64,48823.68
529, ,HISPANIC,FEMALE,0.0,40.0,6318.95,75827.4
530,R,HISPANIC,FEMALE,0.0,40.0,3104.47,37253.64
802,L,HISPANIC,FEMALE,0.0,40.0,3607.6,43291.2
608,G,WHITE,FEMALE,0.0,40.0,8507.05,102084.6
696, ,HISPANIC,MALE,0.0,40.0,4992.0,59904.0
696,M,WHITE,FEMALE,0.0,40.0,3433.08,41196.96
529,L,HISPANIC,FEMALE,0.0,40.0,3519.84,42238.08
507,D,BLACK,FEMALE,0.0,40.0,5712.29,68547.48
530,D,WHITE,FEMALE,0.0,40.0,5372.4,64468.8
529, ,BLACK,FEMALE,0.0,40.0,5448.6,65383.2
529,N,BLACK,FEMALE,0.0,40.0,4594.5,55134.0
241,I,BLACK,FEMALE,75.9615,29.0,9545.82,114549.84
529, ,HISPANIC,FEMALE,0.0,40.0,3404.91,40858.92
530,S,HISPANIC,FEMALE,0.0,40.0,7357.83,88293.96
529, ,AM INDIAN,FEMALE,0.0,40.0,5372.4,64468.8
529, ,HISPANIC,FEMALE,0.0,40.0,5028.71,60344.52
530,P,HISPANIC,FEMALE,0.0,40.0,4397.36,52768.32
529, ,HISPANIC,FEMALE,0.0,40.0,2953.25,35439.0
529,L,WHITE,FEMALE,0.0,40.0,5848.63,70183.56
473,J,BLACK,FEMALE,0.0,40.0,9189.0,110268.0
529, ,BLACK,FEMALE,0.0,40.0,2997.11,35965.32
537,T,ASIAN,FEMALE,0.0,40.0,7722.09,92665.08
529, ,HISPANIC,FEMALE,0.0,40.0,6779.23,81350.76
529, ,WHITE,MALE,0.0,40.0,8304.83,99657.96
601,M,BLACK,MALE,0.0,40.0,6193.89,74326.68
529,A,HISPANIC,FEMALE,0.0,40.0,3896.5,46758.0
228,L,WHITE,FEMALE,0.0,40.0,9502.5,114030.0
537,M,WHITE,MALE,0.0,40.0,4833.33,57999.96
530,T,BLACK,FEMALE,0.0,40.0,5118.15,61417.8
302,L,WHITE,FEMALE,0.0,40.0,6834.39,82012.68
529,P,BLACK,FEMALE,0.0,40.0,4594.5,55134.0
529,T,HISPANIC,MALE,0.0,40.0,3404.91,40858.92
103,T,HISPANIC,FEMALE,0.0,40.0,15287.98,183455.76
696, ,HISPANIC,FEMALE,0.0,40.0,3972.82,47673.84
601,S,WHITE,MALE,0.0,40.0,7252.0,87024.0
701,M,BLACK,FEMALE,0.0,40.0,11336.91,136042.92
530, ,HISPANIC,MALE,0.0,40.0,5157.52,61890.24
696,W,WHITE,MALE,0.0,40.0,6260.45,75125.4
529,A,HISPANIC,MALE,0.0,40.0,4203.98,50447.76
601, ,HISPANIC,MALE,0.0,40.0,5381.25,64575.0
601,R,WHITE,MALE,0.0,40.0,6756.98,81083.76
241,J,WHITE,MALE,0.0,40.0,14000.0,168000.0
530,L,HISPANIC,FEMALE,0.0,40.0,5143.15,61717.8
696,R,HISPANIC,MALE,0.0,40.0,4406.09,52873.08
529,T,WHITE,FEMALE,0.0,40.0,9297.66,111571.92
529,D,BLACK,MALE,0.0,40.0,4149.83,49797.96
405,R,WHITE,MALE,0.0,40.0,8173.75,98085.0
530,L,WHITE,FEMALE,0.0,40.0,5442.41,65308.92
320, ,HISPANIC,FEMALE,0.0,40.0,4718.17,56618.04
405,R,WHITE,FEMALE,0.0,40.0,4693.15,56317.8
601, ,WHITE,MALE,0.0,40.0,8120.73,97448.76
407,C,HISPANIC,MALE,0.0,40.0,6895.0,82740.0
227,P,HISPANIC,MALE,0.0,40.0,15650.0,187800.0
529,N,BLACK,FEMALE,0.0,40.0,5372.4,64468.8
696,W,WHITE,MALE,0.0,40.0,4333.33,51999.96
529,L,HISPANIC,FEMALE,0.0,40.0,3269.08,39228.96
530, ,HISPANIC,FEMALE,0.0,40.0,2734.11,32809.32
405,S,WHITE,FEMALE,0.0,40.0,9069.02,108828.24
582,F,BLACK,FEMALE,0.0,40.0,5258.92,63107.04
644,D,BLACK,FEMALE,0.0,40.0,4836.45,58037.4
601,L,WHITE,MALE,0.0,40.0,5871.49,70457.88
530,D,BLACK,MALE,0.0,40.0,5516.94,66203.28
530, ,WHITE,FEMALE,0.0,40.0,6431.25,77175.0
362, ,WHITE,FEMALE,0.0,40.0,5692.96,68315.52
696,M,WHITE,FEMALE,0.0,40.0,5095.15,61141.8
302, ,HISPANIC,FEMALE,0.0,40.0,5016.0,60192.0
696,M,WHITE,FEMALE,0.0,40.0,2934.37,35212.44
529,B,BLACK,MALE,0.0,40.0,5090.76,61089.12
696, ,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
529,A,WHITE,FEMALE,0.0,40.0,10500.0,126000.0
529,L,BLACK,FEMALE,0.0,40.0,4898.6,58783.2
529, ,HISPANIC,MALE,0.0,40.0,9112.98,109355.76
696,R,HISPANIC,FEMALE,0.0,40.0,5213.63,62563.56
551,M,WHITE,MALE,0.0,40.0,4450.31,53403.72
771,A,WHITE,FEMALE,0.0,36.25,7552.77,90633.24
696,K,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
601,D,HISPANIC,MALE,0.0,40.0,4350.0,52200.0
530,A,WHITE,FEMALE,0.0,40.0,2694.33,32331.96
529,J,WHITE,FEMALE,0.0,40.0,4372.36,52468.32
529, ,HISPANIC,FEMALE,0.0,40.0,5329.09,63949.08
802,P,WHITE,MALE,0.0,40.0,11542.25,138507.0
302,C,AM INDIAN,FEMALE,0.0,40.0,8334.75,100017.0
802,A,WHITE,MALE,0.0,40.0,7328.02,87936.24
530,D,WHITE,FEMALE,0.0,40.0,5098.66,61183.92
529, ,HISPANIC,FEMALE,0.0,40.0,6306.3,75675.6
696,E,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
530,L,WHITE,FEMALE,0.0,40.0,5350.6,64207.2
529,D,BLACK,FEMALE,0.0,40.0,3139.75,37677.0
771, ,WHITE,FEMALE,0.0,36.25,8090.75,97089.0
530, ,HISPANIC,FEMALE,0.0,40.0,4176.03,50112.36
696,E,HISPANIC,FEMALE,0.0,40.0,4778.2,57338.4
601,D,WHITE,MALE,0.0,40.0,10850.22,130202.64
601,D,WHITE,MALE,0.0,40.0,5928.97,71147.64
529,S,ASIAN,FEMALE,0.0,40.0,7553.57,90642.84
405,D,BLACK,MALE,0.0,40.0,12687.49,152249.88
696,A,HISPANIC,FEMALE,0.0,40.0,5462.7,65552.4
305,J,WHITE,MALE,0.0,40.0,16590.14,199081.68
405,D,HISPANIC,FEMALE,0.0,40.0,7690.56,92286.72
696,R,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
529, ,BLACK,MALE,0.0,40.0,3269.07,39228.84
696, ,WHITE,FEMALE,0.0,40.0,2934.37,35212.44
320, ,HISPANIC,MALE,0.0,40.0,5466.38,65596.56
601,E,WHITE,FEMALE,0.0,40.0,10937.49,131249.88
696,J,BLACK,MALE,0.0,40.0,4276.91,51322.92
405, ,HISPANIC,MALE,0.0,40.0,7828.08,93936.96
696,L,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
302,O,HISPANIC,FEMALE,0.0,40.0,5086.3,61035.6
696,C,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
530,L,BLACK,FEMALE,0.0,40.0,4902.34,58828.08
308,D,WHITE,FEMALE,0.0,40.0,10888.24,130658.88
601, ,HISPANIC,MALE,0.0,40.0,8157.32,97887.84
529,B,HISPANIC,FEMALE,0.0,40.0,6306.3,75675.6
529,L,WHITE,FEMALE,0.0,40.0,6335.68,76028.16
601,M,WHITE,FEMALE,0.0,40.0,9012.49,108149.88
530,A,BLACK,FEMALE,0.0,40.0,6034.37,72412.44
448, ,HISPANIC,FEMALE,0.0,40.0,6206.47,74477.64
802,S,WHITE,FEMALE,0.0,40.0,8857.48,106289.76
601,C,WHITE,MALE,0.0,40.0,8803.05,105636.6
241,L,WHITE,MALE,75.9615,29.0,9545.82,114549.84
320, ,HISPANIC,FEMALE,0.0,40.0,5159.17,61910.04
580,R,HISPANIC,FEMALE,0.0,40.0,18632.25,223587.0
529,M,HISPANIC,MALE,0.0,40.0,8358.0,100296.0
530,Y,HISPANIC,FEMALE,0.0,40.0,5353.89,64246.68
696,D,BLACK,MALE,0.0,20.0,2092.4,25108.8
530,D,BLACK,FEMALE,0.0,40.0,3504.66,42055.92
529,C,HISPANIC,FEMALE,0.0,40.0,3269.07,39228.84
696,W,WHITE,MALE,0.0,40.0,4979.98,59759.76
327,J,WHITE,MALE,0.0,40.0,24170.5,290046.0
530,D,BLACK,FEMALE,0.0,40.0,6909.74,82916.88
530,M,WHITE,FEMALE,0.0,40.0,5224.84,62698.08
473,N,WHITE,FEMALE,0.0,40.0,7321.0,87852.0
696,M,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
529,E,WHITE,FEMALE,0.0,40.0,4832.08,57984.96
475,E,WHITE,FEMALE,0.0,40.0,7875.0,94500.0
530,M,WHITE,FEMALE,0.0,40.0,5473.76,65685.12
696,M,WHITE,FEMALE,0.0,40.0,3906.52,46878.24
696,M,HISPANIC,FEMALE,0.0,20.0,2092.4,25108.8
601, ,HISPANIC,MALE,0.0,40.0,4750.0,57000.0
529,M,HISPANIC,FEMALE,0.0,40.0,5232.68,62792.16
537,P,HISPANIC,FEMALE,0.0,40.0,4770.83,57249.96
455,D,WHITE,FEMALE,0.0,40.0,10619.08,127428.96
529,A,WHITE,FEMALE,0.0,40.0,6335.66,76027.92
302,I,HISPANIC,FEMALE,0.0,40.0,3833.33,45999.96
469,J,HISPANIC,FEMALE,0.0,40.0,6890.62,82687.44
529,H,BLACK,FEMALE,0.0,40.0,5098.67,61184.04
320, ,BLACK,FEMALE,0.0,40.0,4100.0,49200.0
582, ,HISPANIC,FEMALE,0.0,40.0,6782.58,81390.96
529,M,BLACK,FEMALE,0.0,40.0,3269.08,39228.96
529,R,BLACK,FEMALE,0.0,40.0,7253.79,87045.48
802, ,HISPANIC,MALE,0.0,40.0,4639.2,55670.4
696,M,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
696,E,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
529,M,HISPANIC,FEMALE,0.0,40.0,6075.75,72909.0
601,A,BLACK,MALE,0.0,40.0,13125.0,157500.0
405,J,WHITE,FEMALE,0.0,40.0,10937.49,131249.88
696,E,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
537,G,HISPANIC,FEMALE,0.0,40.0,5512.5,66150.0
529,M,HISPANIC,MALE,0.0,40.0,5644.6,67735.2
696,R,BLACK,MALE,0.0,40.0,4778.2,57338.4
304,J,WHITE,MALE,0.0,40.0,6174.0,74088.0
696,O,BLACK,MALE,0.0,40.0,4778.2,57338.4
529,D,BLACK,FEMALE,0.0,40.0,4898.61,58783.32
529,Z,HISPANIC,FEMALE,0.0,40.0,5547.82,66573.84
696,K,BLACK,FEMALE,0.0,40.0,4081.11,48973.32
601, ,BLACK,MALE,0.0,40.0,4832.08,57984.96
529,V,HISPANIC,FEMALE,0.0,40.0,3605.32,43263.84
529,M,WHITE,FEMALE,0.0,40.0,9267.38,111208.56
551,R,WHITE,MALE,0.0,40.0,6243.74,74924.88
601,S,WHITE,MALE,0.0,40.0,6184.37,74212.44
696,S,BLACK,FEMALE,0.0,40.0,5854.85,70258.2
320, ,HISPANIC,FEMALE,0.0,40.0,4187.5,50250.0
601,M,WHITE,FEMALE,0.0,40.0,5804.66,69655.92
530, ,HISPANIC,FEMALE,0.0,40.0,5622.7,67472.4
320, ,WHITE,MALE,0.0,40.0,5367.52,64410.24
696,L,BLACK,FEMALE,0.0,40.0,3975.13,47701.56
696,C,BLACK,MALE,0.0,40.0,4673.85,56086.2
601,C,WHITE,FEMALE,0.0,40.0,8274.0,99288.0
529,T,HISPANIC,FEMALE,0.0,40.0,4532.71,54392.52
701,M,HISPANIC,FEMALE,0.0,40.0,5583.79,67005.48
302, ,HISPANIC,FEMALE,0.0,40.0,4993.34,59920.08
696,M,WHITE,FEMALE,0.0,40.0,3975.13,47701.56
608,L,BLACK,FEMALE,0.0,40.0,6860.28,82323.36
529,A,WHITE,MALE,0.0,40.0,3547.58,42570.96
304,A,WHITE,FEMALE,0.0,40.0,10712.62,128551.44
455,J,WHITE,MALE,0.0,20.0,4077.78,48933.36
362,A,WHITE,MALE,0.0,40.0,13541.58,162498.96
696,L,BLACK,FEMALE,0.0,40.0,4108.35,49300.2
320, ,HISPANIC,MALE,0.0,40.0,10785.83,129429.96
529,C,HISPANIC,FEMALE,0.0,40.0,4365.65,52387.8
403,L,WHITE,FEMALE,0.0,40.0,4500.0,54000.0
529,W,WHITE,FEMALE,0.0,40.0,5736.2,68834.4
530,K,WHITE,FEMALE,0.0,40.0,5194.34,62332.08
530,S,WHITE,FEMALE,0.0,40.0,5254.07,63048.84
320, ,HISPANIC,FEMALE,0.0,40.0,7810.68,93728.16
529,M,HISPANIC,MALE,0.0,40.0,8304.85,99658.2
529,K,HISPANIC,FEMALE,0.0,40.0,7892.47,94709.64
529, ,HISPANIC,MALE,0.0,40.0,7253.78,87045.36
537,M,BLACK,FEMALE,0.0,40.0,7271.25,87255.0
696,L,BLACK,FEMALE,0.0,40.0,6117.02,73404.24
601,P,WHITE,MALE,0.0,40.0,6510.0,78120.0
701, ,BLACK,MALE,0.0,40.0,6219.36,74632.32
696,L,BLACK,FEMALE,0.0,40.0,4405.26,52863.12
529, ,HISPANIC,MALE,0.0,40.0,9021.66,108259.92
241,M,WHITE,FEMALE,0.0,40.0,14000.0,168000.0
696, ,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
696, ,HISPANIC,FEMALE,0.0,40.0,4778.2,57338.4
454,D,WHITE,MALE,0.0,40.0,5256.12,63073.44
320, ,WHITE,FEMALE,0.0,40.0,6825.5,81906.0
601,D,HISPANIC,FEMALE,0.0,40.0,14700.0,176400.0
530,M,WHITE,FEMALE,0.0,40.0,6441.08,77292.96
802,V,ASIAN,MALE,0.0,40.0,10363.5,124362.0
696,J,BLACK,FEMALE,0.0,40.0,4673.85,56086.2
529, ,WHITE,FEMALE,0.0,40.0,5921.21,71054.52
537,M,WHITE,MALE,0.0,40.0,5959.2,71510.4
601,G,WHITE,MALE,0.0,40.0,7069.4,84832.8
405,G,HISPANIC,MALE,0.0,40.0,4718.74,56624.88
529,D,WHITE,FEMALE,0.0,40.0,3404.91,40858.92
529,E,HISPANIC,FEMALE,0.0,40.0,4365.66,52387.92
308,T,BLACK,MALE,0.0,40.0,7350.0,88200.0
405,L,WHITE,FEMALE,0.0,40.0,4086.72,49040.64
304,S,WHITE,MALE,0.0,40.0,11576.25,138915.0
302, ,HISPANIC,FEMALE,0.0,40.0,3833.33,45999.96
537, ,HISPANIC,FEMALE,0.0,40.0,3684.68,44216.16
696,L,BLACK,FEMALE,0.0,40.0,4502.89,54034.68
405,L,BLACK,FEMALE,0.0,40.0,6975.51,83706.12
529,C,WHITE,FEMALE,0.0,40.0,10785.83,129429.96
405,G,HISPANIC,FEMALE,0.0,40.0,5961.49,71537.88
582,G,WHITE,MALE,0.0,40.0,7230.38,86764.56
601, ,WHITE,MALE,0.0,40.0,4950.0,59400.0
582,J,WHITE,MALE,0.0,40.0,4454.0,53448.0
529,D,BLACK,FEMALE,0.0,40.0,4594.49,55133.88
405,M,BLACK,FEMALE,0.0,40.0,4086.72,49040.64
320, ,WHITE,FEMALE,0.0,40.0,7064.82,84777.84
530,M,HISPANIC,FEMALE,0.0,40.0,5143.15,61717.8
529,J,BLACK,FEMALE,0.0,40.0,3387.18,40646.16
405,P,HISPANIC,FEMALE,0.0,40.0,5609.19,67310.28
454, ,HISPANIC,MALE,0.0,40.0,6890.62,82687.44
302,D,WHITE,MALE,0.0,40.0,4087.0,49044.0
529, ,WHITE,MALE,0.0,40.0,3404.91,40858.92
530,N,WHITE,FEMALE,0.0,40.0,5410.53,64926.36
529,B,WHITE,MALE,0.0,40.0,7253.79,87045.48
529,J,WHITE,FEMALE,0.0,40.0,3269.07,39228.84
332,M,HISPANIC,FEMALE,0.0,40.0,7157.06,85884.72
696,A,BLACK,MALE,0.0,40.0,5854.85,70258.2
529, ,BLACK,MALE,0.0,40.0,7474.4,89692.8
529,N,WHITE,FEMALE,0.0,40.0,3404.91,40858.92
696,Y,HISPANIC,FEMALE,0.0,40.0,2995.22,35942.64
529, ,WHITE,MALE,0.0,40.0,8924.95,107099.4
601,D,HISPANIC,MALE,0.0,40.0,5985.0,71820.0
302,V,HISPANIC,FEMALE,0.0,40.0,4476.0,53712.0
529,A,WHITE,MALE,0.0,40.0,7761.5,93138.0
302,A,HISPANIC,FEMALE,0.0,40.0,6182.82,74193.84
696,L,WHITE,FEMALE,0.0,40.0,4495.97,53951.64
696,R,WHITE,MALE,0.0,40.0,4778.2,57338.4
601, ,HISPANIC,MALE,0.0,40.0,5670.0,68040.0
696,A,BLACK,FEMALE,0.0,40.0,4389.9,52678.8
530,A,WHITE,FEMALE,0.0,40.0,6303.07,75636.84
696,C,WHITE,MALE,0.0,40.0,4992.0,59904.0
302,A,HISPANIC,MALE,0.0,40.0,10057.91,120694.92
302,C,WHITE,FEMALE,0.0,40.0,6619.92,79439.04
530, ,WHITE,FEMALE,0.0,40.0,17500.0,210000.0
320, ,ASIAN,MALE,0.0,40.0,6240.61,74887.32
802,D,WHITE,MALE,0.0,40.0,8811.33,105735.96
241,C,WHITE,MALE,75.9615,29.0,9545.82,114549.84
405,K,BLACK,FEMALE,0.0,40.0,3525.91,42310.92
696,B,WHITE,MALE,0.0,40.0,4992.0,59904.0
696,M,HISPANIC,FEMALE,0.0,40.0,4778.2,57338.4
405,F,WHITE,MALE,0.0,40.0,8173.75,98085.0
696,R,WHITE,MALE,0.0,40.0,4778.2,57338.4
529,M,WHITE,FEMALE,0.0,40.0,4594.5,55134.0
530,G,HISPANIC,FEMALE,0.0,40.0,3524.46,42293.52
696,E,WHITE,MALE,0.0,40.0,4778.2,57338.4
601,D,WHITE,FEMALE,0.0,40.0,9185.4,110224.8
696,L,WHITE,MALE,0.0,40.0,4184.79,50217.48
301,L,WHITE,FEMALE,0.0,40.0,6693.75,80325.0
601,R,WHITE,FEMALE,0.0,40.0,9799.68,117596.16
529, ,BLACK,FEMALE,41.84884,32.0,5803.03,69636.36
458,E,WHITE,MALE,0.0,40.0,11637.5,139650.0
529,L,BLACK,FEMALE,0.0,20.0,1901.43,22817.16
582,J,WHITE,MALE,0.0,40.0,8845.83,106149.96
696, ,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
696,M,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
529,M,HISPANIC,FEMALE,0.0,40.0,4266.26,51195.12
405,L,BLACK,MALE,0.0,40.0,10057.91,120694.92
696,J,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
104,L,WHITE,FEMALE,0.0,40.0,8226.84,98722.08
405,E,HISPANIC,MALE,0.0,40.0,8702.83,104433.96
529,E,WHITE,FEMALE,0.0,40.0,5406.92,64883.04
241,P,WHITE,FEMALE,75.9615,29.0,9545.82,114549.84
320, ,BLACK,MALE,0.0,40.0,3654.24,43850.88
601,M,WHITE,FEMALE,0.0,40.0,6127.53,73530.36
529,W,WHITE,MALE,0.0,40.0,7253.79,87045.48
529,W,BLACK,MALE,0.0,40.0,14442.84,173314.08
802,L,WHITE,MALE,0.0,40.0,8173.75,98085.0
320, ,HISPANIC,FEMALE,0.0,40.0,5697.83,68373.96
601,A,ASIAN,MALE,0.0,40.0,16284.67,195416.04
405, ,HISPANIC,MALE,0.0,40.0,8173.75,98085.0
802,W,WHITE,MALE,0.0,40.0,7828.08,93936.96
529,E,HISPANIC,FEMALE,0.0,40.0,3269.08,39228.96
362,I,HISPANIC,FEMALE,0.0,40.0,7702.76,92433.12
405, ,HISPANIC,FEMALE,0.0,40.0,5961.49,71537.88
405,V,HISPANIC,FEMALE,0.0,40.0,4086.72,49040.64
529,S,BLACK,FEMALE,0.0,40.0,4594.14,55129.68
529, ,HISPANIC,FEMALE,0.0,40.0,4938.78,59265.36
529,M,HISPANIC,FEMALE,0.0,40.0,6335.66,76027.92
320, ,BLACK,FEMALE,0.0,40.0,3669.72,44036.64
529,D,HISPANIC,FEMALE,0.0,40.0,4925.0,59100.0
601,W,WHITE,MALE,0.0,40.0,18601.18,223214.16
302,G,WHITE,FEMALE,0.0,40.0,3954.0,47448.0
529, ,HISPANIC,MALE,0.0,40.0,4523.16,54277.92
302,L,WHITE,FEMALE,0.0,40.0,12837.22,154046.64
401,J,BLACK,MALE,0.0,40.0,6477.08,77724.96
303,L,WHITE,MALE,0.0,40.0,7875.0,94500.0
401, ,HISPANIC,MALE,0.0,40.0,5061.0,60732.0
530,L,HISPANIC,FEMALE,0.0,40.0,4115.39,49384.68
405,A,WHITE,MALE,0.0,40.0,7482.41,89788.92
696,A,WHITE,FEMALE,0.0,40.0,4407.84,52894.08
601,L,WHITE,MALE,0.0,40.0,13125.0,157500.0
405,E,WHITE,MALE,0.0,40.0,8919.83,107037.96
529,T,BLACK,FEMALE,0.0,40.0,4149.83,49797.96
405,D,WHITE,MALE,0.0,40.0,8702.83,104433.96
405,A,HISPANIC,MALE,0.0,40.0,7482.41,89788.92
696,G,WHITE,MALE,0.0,40.0,8919.83,107037.96
320, ,WHITE,MALE,0.0,40.0,8179.82,98157.84
530,R,BLACK,FEMALE,0.0,40.0,6175.49,74105.88
530,A,WHITE,FEMALE,0.0,40.0,5010.01,60120.12
405, ,HISPANIC,MALE,0.0,40.0,10057.91,120694.92
405,M,WHITE,MALE,0.0,40.0,8173.75,98085.0
608,N,WHITE,FEMALE,0.0,40.0,6457.5,77490.0
529,A,WHITE,FEMALE,0.0,40.0,8304.85,99658.2
529,W,BLACK,FEMALE,0.0,40.0,3269.08,39228.96
696,B,HISPANIC,MALE,0.0,40.0,4778.2,57338.4
529,E,HISPANIC,FEMALE,0.0,40.0,4149.83,49797.96
529,M,HISPANIC,FEMALE,0.0,40.0,4336.41,52036.92
405,K,WHITE,MALE,0.0,40.0,7828.08,93936.96
608,J,WHITE,MALE,0.0,40.0,5725.44,68705.28
221,E,HISPANIC,FEMALE,0.0,40.0,6562.5,78750.0
696,N,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
405,D,WHITE,MALE,0.0,40.0,7667.37,92008.44
302,S,WHITE,FEMALE,0.0,40.0,9685.66,116227.92
529,D,BLACK,MALE,0.0,40.0,3225.0,38700.0
529,D,WHITE,FEMALE,0.0,40.0,10785.83,129429.96
320, ,BLACK,FEMALE,0.0,40.0,3650.53,43806.36
529, ,WHITE,FEMALE,0.0,40.0,9793.19,117518.28
601, ,WHITE,FEMALE,0.0,40.0,6580.86,78970.32
529, ,WHITE,FEMALE,0.0,40.0,4864.97,58379.64
302,L,HISPANIC,FEMALE,0.0,40.0,6279.88,75358.56
529,K,WHITE,FEMALE,0.0,40.0,8886.15,106633.8
696,S,WHITE,MALE,0.0,40.0,4778.2,57338.4
302,N,WHITE,MALE,0.0,40.0,9646.35,115756.2
405,B,WHITE,MALE,0.0,40.0,7828.08,93936.96
530,M,WHITE,MALE,0.0,40.0,6485.19,77822.28
696,M,WHITE,FEMALE,0.0,40.0,4778.2,57338.4
696,A,BLACK,FEMALE,0.0,40.0,4778.2,57338.4
320, ,BLACK,FEMALE,0.0,40.0,6405.0,76860.0
696,J,BLACK,MALE,0.0,20.0,2092.4,25108.8
405,A,WHITE,MALE,0.0,40.0,17710.17,212522.04
601,I,HISPANIC,MALE,0.0,40.0,4550.0,54600.0
696,A,WHITE,FEMALE,0.0,40.0,2934.37,35212.44
530,R,WHITE,MALE,0.0,40.0,9690.01,116280.12
530,N,BLACK,FEMALE,0.0,40.0,5009.69,60116.28
530, ,BLACK,FEMALE,0.0,40.0,2971.93,35663.16
529,A,WHITE,FEMALE,0.0,40.0,6335.68,76028.16
101,A,WHITE,MALE,0.0,40.0,5117.9,61414.8
529,A,WHITE,MALE,0.0,40.0,4521.4,54256.8
601, ,ASIAN,MALE,0.0,40.0,9592.96,115115.52
323,L,HISPANIC,FEMALE,0.0,40.0,15773.97,189287.64
582,A,WHITE,MALE,0.0,40.0,6948.9,83386.8
529,A,ASIAN,FEMALE,0.0,40.0,3802.86,45634.32
529,F,WHITE,FEMALE,0.0,40.0,3826.25,45915.0
452,M,BLACK,FEMALE,0.0,40.0,4604.17,55250.04
529,E,HISPANIC,MALE,0.0,40.0,5420.81,65049.72
696,M,BLACK,FEMALE,0.0,40.0,4502.89,54034.68
320, ,HISPANIC,MALE,0.0,40.0,4710.0,56520.0
696,G,ASIAN,MALE,0.0,40.0,4778.2,57338.4
458, ,HISPANIC,FEMALE,0.0,40.0,12491.33,149895.96
