AGENCY,MI,ETHNICITY,GENDER,RATE,HRSWKD,MONTHLY,ANNUAL
329,E,HISPANIC,FEMALE,0.0,40.0,4120.11,49441.32
601,B,BLACK,FEMALE,0.0,40.0,5250.0,63000.0
308,A,HISPANIC,MALE,0.0,40.0,5325.07,63900.84
312,B,WHITE,MALE,0.0,40.0,7789.87,93478.44
364,L,WHITE,FEMALE,0.0,40.0,8749.99,104999.88
101,D,ASIAN,FEMALE,0.0,40.0,5000.0,60000.0
102,L,WHITE,FEMALE,0.0,40.0,6000.0,72000.0
102,E,WHITE,FEMALE,0.0,40.0,8333.0,99996.0
102,E,WHITE,MALE,0.0,40.0,600.0,7200.0
102,R,WHITE,MALE,0.0,40.0,5541.66,66499.92
308,L,WHITE,FEMALE,0.0,40.0,4756.25,57075.0
212, ,BLACK,FEMALE,0.0,34.0,3825.0,45900.0
212, ,HISPANIC,FEMALE,0.0,40.0,10500.0,126000.0
212, ,WHITE,FEMALE,0.0,40.0,5691.65,68299.8
302, ,WHITE,MALE,0.0,40.0,17937.5,215250.0
302, ,WHITE,MALE,0.0,40.0,7219.74,86636.88
302, ,WHITE,FEMALE,0.0,40.0,8820.0,105840.0
529,R,WHITE,FEMALE,0.0,40.0,9592.73,115112.76
302, ,WHITE,FEMALE,0.0,40.0,3273.34,39280.08
302, ,WHITE,MALE,0.0,40.0,9275.0,111300.0
302, ,HISPANIC,FEMALE,0.0,40.0,3833.33,45999.96
302, ,WHITE,FEMALE,0.0,40.0,3864.0,46368.0
302, ,BLACK,FEMALE,0.0,40.0,3500.0,42000.0
302, ,HISPANIC,MALE,0.0,40.0,3416.67,41000.04
303,A,WHITE,MALE,0.0,40.0,4358.5,52302.0
303, ,WHITE,MALE,0.0,40.0,5166.67,62000.04
303,J,HISPANIC,MALE,0.0,40.0,4000.0,48000.0
304, ,ASIAN,FEMALE,0.0,40.0,9936.27,119235.24
304, ,HISPANIC,FEMALE,0.0,40.0,5487.58,65850.96
304, ,ASIAN,MALE,0.0,40.0,5670.0,68040.0
304,S,WHITE,FEMALE,0.0,40.0,5166.67,62000.04
304,J,OTHER,FEMALE,0.0,40.0,5166.67,62000.04
304,L,HISPANIC,FEMALE,0.0,40.0,4747.9,56974.8
473,J,ASIAN,MALE,0.0,40.0,10562.0,126744.0
304,M,HISPANIC,MALE,0.0,40.0,4747.9,56974.8
304,M,HISPANIC,FEMALE,0.0,40.0,4747.9,56974.8
304,S,BLACK,FEMALE,0.0,40.0,4757.6,57091.2
304,M,ASIAN,FEMALE,0.0,40.0,8763.82,105165.84
305, ,WHITE,MALE,0.0,40.0,6251.17,75014.04
305,L,BLACK,MALE,0.0,40.0,4362.5,52350.0
305,E,HISPANIC,MALE,0.0,40.0,5783.83,69405.96
306,M,WHITE,FEMALE,0.0,40.0,5250.0,63000.0
306,K,WHITE,FEMALE,0.0,40.0,4262.8,51153.6
306,G,BLACK,MALE,0.0,30.0,2281.68,27380.16
306,L,HISPANIC,MALE,0.0,40.0,3857.0,46284.0
306,E,WHITE,FEMALE,0.0,40.0,4611.45,55337.4
304,K,BLACK,FEMALE,0.0,40.0,4747.9,56974.8
307, ,HISPANIC,FEMALE,0.0,40.0,4841.33,58095.96
307, ,BLACK,FEMALE,0.0,40.0,4897.0,58764.0
313,S,WHITE,MALE,0.0,40.0,8268.75,99225.0
313,A,WHITE,FEMALE,0.0,40.0,9371.25,112455.0
313, ,HISPANIC,MALE,0.0,40.0,8516.81,102201.72
320,L,BLACK,MALE,0.0,40.0,5022.89,60274.68
320,P,HISPANIC,FEMALE,0.0,40.0,3145.03,37740.36
403,M,WHITE,FEMALE,0.0,40.0,4500.0,54000.0
320,N,BLACK,FEMALE,0.0,40.0,4955.16,59461.92
320,K,BLACK,FEMALE,0.0,40.0,4955.16,59461.92
320,M,HISPANIC,FEMALE,0.0,40.0,3328.97,39947.64
320,A,HISPANIC,FEMALE,0.0,40.0,4204.99,50459.88
320,J,HISPANIC,FEMALE,0.0,40.0,4150.0,49800.0
320,R,HISPANIC,FEMALE,0.0,40.0,5880.0,70560.0
320,D,BLACK,FEMALE,0.0,40.0,6949.11,83389.32
320,A,BLACK,FEMALE,0.0,40.0,4006.01,48072.12
320,E,HISPANIC,MALE,0.0,40.0,2900.0,34800.0
320,F,WHITE,MALE,0.0,40.0,6901.09,82813.08
771,I,WHITE,FEMALE,0.0,36.25,5639.82,67677.84
320,T,ASIAN,FEMALE,0.0,40.0,3624.0,43488.0
320,M,BLACK,FEMALE,0.0,40.0,5000.0,60000.0
320,E,HISPANIC,FEMALE,0.0,40.0,5022.89,60274.68
320,A,HISPANIC,FEMALE,0.0,40.0,3127.54,37530.48
320,T,ASIAN,FEMALE,0.0,40.0,7166.25,85995.0
320,A,HISPANIC,FEMALE,0.0,40.0,3669.72,44036.64
320,R,WHITE,MALE,0.0,40.0,4733.88,56806.56
320,M,HISPANIC,FEMALE,0.0,40.0,3902.34,46828.08
323,T,WHITE,FEMALE,0.0,40.0,12660.39,151924.68
323, ,ASIAN,FEMALE,0.0,40.0,12561.97,150743.64
323,T,WHITE,MALE,0.0,40.0,8789.08,105468.96
323,F,AM INDIAN,MALE,0.0,40.0,7787.57,93450.84
323,V,HISPANIC,MALE,0.0,40.0,4724.07,56688.84
323,A,WHITE,FEMALE,0.0,40.0,6912.5,82950.0
323,Y,ASIAN,MALE,0.0,40.0,17937.5,215250.0
323,S,ASIAN,MALE,0.0,40.0,4680.63,56167.56
323,S,WHITE,MALE,0.0,40.0,5158.45,61901.4
323, ,HISPANIC,FEMALE,0.0,40.0,6972.73,83672.76
323,M,WHITE,MALE,0.0,40.0,12075.0,144900.0
327,Q,ASIAN,MALE,0.0,40.0,4804.66,57655.92
329, ,WHITE,MALE,0.0,40.0,5578.06,66936.72
529, ,BLACK,MALE,0.0,40.0,7875.0,94500.0
338, ,WHITE,MALE,0.0,40.0,14875.0,178500.0
352, ,HISPANIC,FEMALE,0.0,40.0,4416.67,53000.04
356,E,OTHER,FEMALE,0.0,40.0,9583.33,114999.96
360,M,BLACK,FEMALE,0.0,40.0,8051.67,96620.04
403,D,BLACK,FEMALE,0.0,40.0,4300.0,51600.0
405,A,WHITE,FEMALE,0.0,40.0,8647.91,103774.92
405,J,WHITE,MALE,0.0,40.0,6689.5,80274.0
405, ,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,J,HISPANIC,MALE,0.0,40.0,6689.5,80274.0
405,S,WHITE,MALE,0.0,40.0,5844.72,70136.64
405,K,WHITE,FEMALE,0.0,40.0,5487.58,65850.96
405,D,BLACK,MALE,0.0,40.0,5487.58,65850.96
405,M,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,A,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,E,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,L,WHITE,MALE,0.0,40.0,5487.58,65850.96
578,L,WHITE,FEMALE,0.0,40.0,7875.0,94500.0
405,D,WHITE,FEMALE,0.0,40.0,9772.09,117265.08
405,T,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,A,WHITE,MALE,0.0,40.0,4271.25,51255.0
405,A,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,J,OTHER,MALE,0.0,40.0,5487.58,65850.96
405,L,HISPANIC,MALE,0.0,40.0,6689.5,80274.0
405,R,WHITE,MALE,0.0,40.0,4086.72,49040.64
405,L,WHITE,MALE,0.0,40.0,6689.5,80274.0
405,W,WHITE,MALE,0.0,40.0,4693.15,56317.8
405,B,WHITE,FEMALE,0.0,40.0,4747.02,56964.24
405,R,HISPANIC,FEMALE,0.0,40.0,4089.72,49076.64
405, ,BLACK,MALE,0.0,40.0,5487.58,65850.96
455,K,BLACK,MALE,0.0,40.0,5677.88,68134.56
405,R,HISPANIC,MALE,0.0,40.0,6689.5,80274.0
405, ,HISPANIC,FEMALE,0.0,40.0,4086.72,49040.64
405,D,WHITE,MALE,0.0,40.0,6687.48,80249.76
405,S,WHITE,FEMALE,0.0,40.0,5487.58,65850.96
405,J,HISPANIC,FEMALE,0.0,40.0,5487.58,65850.96
405,A,HISPANIC,FEMALE,0.0,40.0,4693.15,56317.8
405,D,WHITE,FEMALE,0.0,40.0,4086.72,49040.64
405,C,WHITE,MALE,0.0,40.0,5844.72,70136.64
405,G,WHITE,MALE,0.0,40.0,5133.5,61602.0
405,T,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,G,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,L,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,C,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,D,HISPANIC,MALE,0.0,40.0,6689.5,80274.0
405, ,HISPANIC,FEMALE,0.0,40.0,5487.58,65850.96
405,V,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,P,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,G,HISPANIC,FEMALE,0.0,40.0,5487.58,65850.96
405,E,HISPANIC,MALE,0.0,40.0,6689.5,80274.0
405, ,HISPANIC,MALE,0.0,40.0,6799.11,81589.32
405,A,OTHER,MALE,0.0,40.0,6689.5,80274.0
405,S,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,A,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405, ,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,D,HISPANIC,MALE,0.0,40.0,6689.5,80274.0
405,M,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,R,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,J,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,A,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,A,HISPANIC,MALE,0.0,40.0,6689.5,80274.0
405,G,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,C,BLACK,FEMALE,0.0,40.0,4693.15,56317.8
405,H,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,P,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,L,HISPANIC,FEMALE,0.0,40.0,5487.58,65850.96
405,R,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,A,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,G,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,S,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,X,BLACK,MALE,0.0,40.0,5487.58,65850.96
405,D,HISPANIC,MALE,0.0,40.0,4086.72,49040.64
405,R,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,W,WHITE,MALE,0.0,40.0,6689.5,80274.0
405, ,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,M,HISPANIC,FEMALE,0.0,40.0,5487.58,65850.96
405,O,BLACK,MALE,0.0,40.0,5487.58,65850.96
405,J,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,M,WHITE,MALE,0.0,40.0,7498.41,89980.92
405,C,BLACK,MALE,0.0,40.0,4086.72,49040.64
405, ,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,J,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,E,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,J,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,A,HISPANIC,FEMALE,0.0,40.0,4893.68,58724.16
405, ,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,P,BLACK,FEMALE,0.0,40.0,4086.72,49040.64
405, ,HISPANIC,FEMALE,0.0,40.0,6689.5,80274.0
405,A,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405, ,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,S,WHITE,FEMALE,0.0,40.0,5458.91,65506.92
405, ,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,E,OTHER,MALE,0.0,40.0,5487.58,65850.96
405,G,BLACK,MALE,0.0,40.0,6689.5,80274.0
405,J,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,L,HISPANIC,FEMALE,0.0,40.0,4086.72,49040.64
405,W,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,D,WHITE,FEMALE,0.0,40.0,4086.72,49040.64
405, ,HISPANIC,FEMALE,0.0,40.0,5487.58,65850.96
405,A,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,T,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,E,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,W,WHITE,MALE,0.0,40.0,5487.58,65850.96
503,L,WHITE,MALE,0.0,40.0,8520.12,102241.44
405,R,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,A,HISPANIC,MALE,0.0,40.0,7498.41,89980.92
405,L,OTHER,MALE,0.0,40.0,5487.58,65850.96
405,G,WHITE,MALE,0.0,40.0,5844.7,70136.4
405, ,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,S,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405, ,HISPANIC,FEMALE,0.0,40.0,5487.58,65850.96
405,D,WHITE,MALE,0.0,40.0,5487.58,65850.96
405,M,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,N,HISPANIC,FEMALE,0.0,40.0,5487.58,65850.96
405,G,WHITE,MALE,0.0,40.0,6689.5,80274.0
405,E,HISPANIC,FEMALE,0.0,40.0,5487.58,65850.96
405,A,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405, ,HISPANIC,MALE,0.0,40.0,5487.58,65850.96
405,H,WHITE,MALE,0.0,40.0,5844.7,70136.4
407,O,WHITE,MALE,0.0,40.0,6454.0,77448.0
530, ,WHITE,MALE,0.0,40.0,9187.5,110250.0
452,J,BLACK,FEMALE,0.0,40.0,4208.34,50500.08
452,C,WHITE,FEMALE,0.0,40.0,4594.0,55128.0
452,R,BLACK,FEMALE,0.0,40.0,4000.0,48000.0
452,H,ASIAN,FEMALE,0.0,40.0,3541.67,42500.04
454,N,WHITE,FEMALE,0.0,40.0,5084.0,61008.0
454,A,AM INDIAN,FEMALE,0.0,40.0,7513.62,90163.44
454,S,HISPANIC,FEMALE,0.0,40.0,6459.72,77516.64
454,A,HISPANIC,MALE,0.0,40.0,6274.8,75297.6
454,C,WHITE,MALE,0.0,40.0,6016.89,72202.68
455, ,HISPANIC,MALE,0.0,40.0,5598.21,67178.52
455,L,WHITE,MALE,0.0,40.0,10996.29,131955.48
455,C,BLACK,FEMALE,0.0,40.0,4047.9,48574.8
455,T,WHITE,MALE,0.0,40.0,11422.28,137067.36
455, ,WHITE,FEMALE,0.0,40.0,4063.55,48762.6
455,T,WHITE,FEMALE,0.0,40.0,6552.0,78624.0
455,N,HISPANIC,MALE,0.0,40.0,4969.75,59637.0
473,L,WHITE,MALE,0.0,40.0,8675.1,104101.2
473, ,WHITE,MALE,0.0,40.0,8301.0,99612.0
507, ,WHITE,MALE,0.0,40.0,5294.27,63531.24
515,C,WHITE,FEMALE,0.0,40.0,4833.33,57999.96
529, ,HISPANIC,FEMALE,0.0,40.0,5235.26,62823.12
529,J,HISPANIC,MALE,0.0,40.0,3899.83,46797.96
529,A,WHITE,FEMALE,0.0,40.0,3794.12,45529.44
529,J,ASIAN,MALE,0.0,40.0,6417.77,77013.24
529,A,WHITE,MALE,0.0,40.0,9389.95,112679.4
529,A,WHITE,MALE,0.0,40.0,5486.25,65835.0
529,R,OTHER,MALE,0.0,40.0,6696.3,80355.6
529, ,ASIAN,FEMALE,0.0,40.0,7993.12,95917.44
696, ,OTHER,MALE,0.0,40.0,4502.89,54034.68
529, ,HISPANIC,FEMALE,0.0,40.0,3942.35,47308.2
529,M,BLACK,FEMALE,0.0,40.0,5407.5,64890.0
529, ,BLACK,FEMALE,0.0,40.0,3794.12,45529.44
529, ,WHITE,FEMALE,0.0,40.0,4400.0,52800.0
529, ,WHITE,MALE,0.0,40.0,5035.99,60431.88
529, ,BLACK,FEMALE,0.0,40.0,3794.11,45529.32
529,D,BLACK,FEMALE,0.0,40.0,10732.24,128786.88
529, ,WHITE,FEMALE,0.0,40.0,3297.58,39570.96
529,R,WHITE,MALE,0.0,40.0,3441.47,41297.64
529,R,WHITE,FEMALE,0.0,40.0,3899.83,46797.96
529,A,WHITE,FEMALE,0.0,40.0,4187.48,50249.76
529,A,WHITE,MALE,0.0,40.0,4149.83,49797.96
529, ,HISPANIC,FEMALE,0.0,40.0,3794.12,45529.44
529, ,HISPANIC,FEMALE,0.0,40.0,3794.12,45529.44
529,A,HISPANIC,MALE,0.0,40.0,3547.58,42570.96
529,L,HISPANIC,FEMALE,0.0,40.0,3794.12,45529.44
529, ,HISPANIC,FEMALE,0.0,40.0,4263.16,51157.92
529,A,BLACK,FEMALE,0.0,40.0,3041.29,36495.48
529,P,HISPANIC,FEMALE,0.0,40.0,4149.83,49797.96
529, ,HISPANIC,MALE,0.0,40.0,4055.78,48669.36
529, ,WHITE,FEMALE,0.0,40.0,4149.83,49797.96
529, ,HISPANIC,FEMALE,0.0,40.0,3900.44,46805.28
529,S,HISPANIC,FEMALE,0.0,40.0,4149.83,49797.96
529,N,HISPANIC,FEMALE,0.0,40.0,4042.2,48506.4
529,A,HISPANIC,MALE,0.0,40.0,3794.12,45529.44
529, ,HISPANIC,FEMALE,0.0,40.0,3102.58,37230.96
529,D,WHITE,FEMALE,0.0,40.0,4218.42,50621.04
529, ,BLACK,FEMALE,0.0,40.0,3404.91,40858.92
529,P,HISPANIC,FEMALE,0.0,40.0,4173.47,50081.64
529,R,WHITE,FEMALE,0.0,40.0,4671.25,56055.0
529,B,WHITE,MALE,0.0,40.0,6816.15,81793.8
529,A,WHITE,FEMALE,0.0,40.0,8304.85,99658.2
529,L,HISPANIC,FEMALE,0.0,40.0,4149.83,49797.96
529,C,HISPANIC,FEMALE,0.0,40.0,3794.12,45529.44
529,D,HISPANIC,FEMALE,0.0,40.0,3794.12,45529.44
529, ,HISPANIC,FEMALE,0.0,40.0,5372.39,64468.68
529, ,WHITE,FEMALE,0.0,40.0,3794.12,45529.44
529, ,BLACK,FEMALE,0.0,40.0,7474.22,89690.64
529,D,BLACK,FEMALE,0.0,40.0,3325.1,39901.2
529,L,BLACK,FEMALE,0.0,40.0,7474.22,89690.64
529,A,WHITE,FEMALE,0.0,40.0,3404.91,40858.92
529, ,HISPANIC,FEMALE,0.0,40.0,5617.5,67410.0
529,N,HISPANIC,FEMALE,0.0,40.0,2968.24,35618.88
529, ,WHITE,MALE,0.0,40.0,8304.85,99658.2
529,M,BLACK,MALE,0.0,40.0,4149.83,49797.96
529,D,WHITE,MALE,0.0,40.0,4149.83,49797.96
529,J,WHITE,FEMALE,0.0,40.0,3547.58,42570.96
529,D,WHITE,FEMALE,0.0,40.0,4149.83,49797.96
529, ,BLACK,FEMALE,0.0,40.0,3794.12,45529.44
529,H,WHITE,MALE,0.0,40.0,3547.58,42570.96
529, ,WHITE,MALE,0.0,40.0,7350.0,88200.0
802, ,WHITE,FEMALE,18.09231,40.0,3136.0,37632.0
530, ,OTHER,MALE,0.0,40.0,5195.64,62347.68
529, ,WHITE,MALE,0.0,40.0,9049.67,108596.04
530, ,ASIAN,FEMALE,0.0,40.0,7652.96,91835.52
529,R,HISPANIC,MALE,0.0,40.0,3547.57,42570.84
529, ,ASIAN,FEMALE,0.0,40.0,8268.75,99225.0
529, ,HISPANIC,MALE,0.0,40.0,5318.25,63819.0
529,F,ASIAN,FEMALE,0.0,40.0,3918.16,47017.92
529, ,HISPANIC,FEMALE,0.0,40.0,3269.08,39228.96
529,A,WHITE,MALE,0.0,40.0,3547.57,42570.84
529, ,BLACK,FEMALE,0.0,40.0,3547.58,42570.96
529,R,OTHER,FEMALE,0.0,40.0,3899.83,46797.96
529,P,WHITE,FEMALE,0.0,40.0,3297.58,39570.96
529,A,HISPANIC,MALE,0.0,40.0,4149.83,49797.96
529,M,HISPANIC,FEMALE,0.0,40.0,3795.91,45550.92
529,J,WHITE,MALE,0.0,40.0,3404.91,40858.92
529,S,BLACK,FEMALE,0.0,40.0,3547.58,42570.96
529, ,BLACK,FEMALE,0.0,40.0,3794.11,45529.32
529,L,WHITE,FEMALE,0.0,40.0,5094.16,61129.92
529, ,HISPANIC,MALE,0.0,40.0,3018.41,36220.92
529,D,WHITE,MALE,0.0,20.0,2010.17,24122.04
529,S,WHITE,FEMALE,0.0,40.0,3899.83,46797.96
529,A,BLACK,MALE,0.0,40.0,3547.58,42570.96
529, ,HISPANIC,FEMALE,0.0,40.0,3909.41,46912.92
529,A,HISPANIC,FEMALE,0.0,40.0,6947.66,83371.92
529,E,WHITE,FEMALE,0.0,40.0,5158.17,61898.04
529,A,HISPANIC,FEMALE,0.0,40.0,3212.2,38546.4
529,J,OTHER,FEMALE,0.0,40.0,3794.11,45529.32
537,C,HISPANIC,MALE,0.0,40.0,4782.85,57394.2
529, ,HISPANIC,FEMALE,0.0,40.0,5372.39,64468.68
529, ,BLACK,MALE,0.0,40.0,4711.25,56535.0
529,J,HISPANIC,FEMALE,0.0,40.0,4165.56,49986.72
529, ,HISPANIC,MALE,0.0,40.0,3111.47,37337.64
529,A,WHITE,FEMALE,0.0,40.0,3404.91,40858.92
529,A,WHITE,FEMALE,0.0,40.0,4898.62,58783.44
529,A,OTHER,FEMALE,0.0,40.0,4149.83,49797.96
529,K,BLACK,FEMALE,0.0,40.0,5035.99,60431.88
529,R,OTHER,FEMALE,0.0,40.0,7474.22,89690.64
529, ,ASIAN,MALE,0.0,40.0,4006.01,48072.12
529,N,HISPANIC,FEMALE,0.0,40.0,3198.57,38382.84
529,S,WHITE,MALE,0.0,40.0,4594.5,55134.0
529,M,HISPANIC,FEMALE,0.0,40.0,3404.91,40858.92
529,M,BLACK,MALE,0.0,40.0,4149.83,49797.96
529,J,HISPANIC,FEMALE,0.0,40.0,4149.83,49797.96
529,C,HISPANIC,MALE,0.0,40.0,4422.81,53073.72
529,C,WHITE,FEMALE,0.0,40.0,3139.75,37677.0
529,L,WHITE,FEMALE,0.0,40.0,4149.83,49797.96
537,M,HISPANIC,FEMALE,0.0,40.0,4450.0,53400.0
529,J,WHITE,FEMALE,0.0,40.0,4149.83,49797.96
529,R,WHITE,MALE,0.0,40.0,2953.25,35439.0
529,S,BLACK,MALE,0.0,40.0,3547.58,42570.96
530,D,HISPANIC,FEMALE,0.0,40.0,4066.65,48799.8
529,C,WHITE,MALE,0.0,40.0,6586.19,79034.28
529, ,HISPANIC,FEMALE,0.0,40.0,3794.12,45529.44
529,N,HISPANIC,FEMALE,0.0,40.0,3909.41,46912.92
529,E,HISPANIC,FEMALE,0.0,40.0,3794.12,45529.44
529,G,WHITE,MALE,0.0,40.0,3547.58,42570.96
529,N,HISPANIC,FEMALE,0.0,40.0,3794.12,45529.44
529,J,BLACK,FEMALE,0.0,40.0,3547.58,42570.96
529,M,HISPANIC,MALE,0.0,40.0,4149.82,49797.84
529,M,HISPANIC,FEMALE,0.0,40.0,3547.58,42570.96
529, ,HISPANIC,FEMALE,0.0,40.0,3039.11,36469.32
529,B,WHITE,MALE,0.0,40.0,3547.58,42570.96
529,C,HISPANIC,FEMALE,0.0,40.0,3794.12,45529.44
529, ,HISPANIC,MALE,0.0,40.0,3899.83,46797.96
529, ,HISPANIC,MALE,0.0,40.0,6938.95,83267.4
529,B,WHITE,FEMALE,0.0,40.0,6779.23,81350.76
529, ,WHITE,FEMALE,0.0,40.0,3794.12,45529.44
529,N,BLACK,FEMALE,0.0,40.0,14356.0,172272.0
529,G,BLACK,FEMALE,0.0,40.0,7253.79,87045.48
529, ,HISPANIC,MALE,0.0,40.0,4594.5,55134.0
529,C,ASIAN,MALE,0.0,40.0,10785.84,129430.08
529,Y,HISPANIC,FEMALE,0.0,40.0,4149.83,49797.96
530,A,HISPANIC,FEMALE,0.0,40.0,5143.14,61717.68
530, ,WHITE,FEMALE,0.0,40.0,5170.64,62047.68
530,A,BLACK,FEMALE,0.0,40.0,5425.35,65104.2
530, ,BLACK,FEMALE,0.0,40.0,4698.32,56379.84
530, ,BLACK,FEMALE,0.0,40.0,5143.15,61717.8
530, ,BLACK,FEMALE,0.0,40.0,4583.58,55002.96
530, ,BLACK,FEMALE,0.0,40.0,2838.77,34065.24
530, ,BLACK,FEMALE,0.0,40.0,5381.13,64573.56
530, ,BLACK,FEMALE,0.0,40.0,4698.31,56379.72
530, ,BLACK,MALE,0.0,40.0,4316.65,51799.8
530,J,BLACK,MALE,0.0,40.0,5248.95,62987.4
530,S,WHITE,FEMALE,0.0,40.0,2860.54,34326.48
696, ,HISPANIC,FEMALE,0.0,40.0,4225.51,50706.12
530,D,WHITE,MALE,0.0,40.0,5248.95,62987.4
530, ,WHITE,FEMALE,0.0,40.0,2772.41,33268.92
530,D,HISPANIC,FEMALE,0.0,40.0,4933.99,59207.88
530,L,WHITE,FEMALE,0.0,40.0,5036.44,60437.28
530,C,OTHER,FEMALE,0.0,40.0,5118.15,61417.8
530, ,HISPANIC,FEMALE,0.0,40.0,5143.15,61717.8
530, ,HISPANIC,FEMALE,0.0,40.0,4258.18,51098.16
530,A,WHITE,FEMALE,0.0,40.0,2531.29,30375.48
530, ,OTHER,FEMALE,0.0,40.0,5143.14,61717.68
530,I,BLACK,FEMALE,0.0,40.0,3748.0,44976.0
530, ,HISPANIC,MALE,0.0,40.0,5381.14,64573.68
530,D,HISPANIC,FEMALE,0.0,40.0,5118.15,61417.8
530, ,HISPANIC,MALE,0.0,40.0,6588.62,79063.44
530,C,WHITE,FEMALE,0.0,40.0,5143.15,61717.8
530,R,WHITE,FEMALE,0.0,40.0,5009.7,60116.4
530,K,HISPANIC,FEMALE,0.0,40.0,5143.15,61717.8
530, ,BLACK,FEMALE,0.0,40.0,4723.31,56679.72
530, ,BLACK,FEMALE,0.0,40.0,5170.64,62047.68
530,E,WHITE,FEMALE,0.0,40.0,4723.31,56679.72
530,D,BLACK,FEMALE,0.0,40.0,4723.31,56679.72
530,D,WHITE,MALE,0.0,40.0,6136.9,73642.8
530, ,HISPANIC,FEMALE,0.0,40.0,2931.47,35177.64
530, ,HISPANIC,MALE,0.0,40.0,4757.58,57090.96
530, ,HISPANIC,FEMALE,0.0,40.0,4508.18,54098.16
530, ,HISPANIC,FEMALE,0.0,40.0,4316.65,51799.8
302, ,WHITE,FEMALE,0.0,40.0,4250.0,51000.0
530, ,HISPANIC,FEMALE,0.0,40.0,4723.31,56679.72
530,E,HISPANIC,FEMALE,0.0,40.0,5168.14,62017.68
530, ,BLACK,FEMALE,0.0,40.0,4698.31,56379.72
530,L,HISPANIC,FEMALE,0.0,40.0,4316.65,51799.8
530, ,WHITE,FEMALE,0.0,40.0,5168.14,62017.68
530,J,HISPANIC,FEMALE,0.0,40.0,4508.18,54098.16
530, ,WHITE,FEMALE,0.0,40.0,5046.36,60556.32
530, ,HISPANIC,FEMALE,0.0,40.0,4723.31,56679.72
530, ,BLACK,FEMALE,0.0,40.0,2694.33,32331.96
530,L,BLACK,FEMALE,0.0,40.0,4698.31,56379.72
530,J,HISPANIC,FEMALE,0.0,40.0,5143.14,61717.68
530, ,HISPANIC,FEMALE,0.0,40.0,2694.33,32331.96
530,B,WHITE,FEMALE,0.0,40.0,4723.31,56679.72
530, ,BLACK,FEMALE,0.0,40.0,4066.65,48799.8
530,G,HISPANIC,MALE,0.0,40.0,5143.14,61717.68
537, ,WHITE,MALE,0.0,40.0,5632.8,67593.6
537, ,ASIAN,MALE,0.0,40.0,5789.5,69474.0
529, ,WHITE,MALE,0.0,40.0,5994.77,71937.24
537,N,BLACK,FEMALE,0.0,40.0,3872.8,46473.6
537,D,WHITE,MALE,0.0,40.0,6583.66,79003.92
537,R,HISPANIC,FEMALE,0.0,40.0,4083.0,48996.0
537,M,BLACK,FEMALE,0.0,40.0,4262.83,51153.96
537, ,WHITE,FEMALE,0.0,40.0,3578.21,42938.52
